contact_id,customer_age,account_balance_inr,last_contact_days_ago,campaign_contacts,prior_campaign_successes,call_duration_seconds,bank_tenure_years,monthly_income_inr,savings_products_count,housing_loan,personal_loan,occupation,education,contact_method,contact_month,marital_status,digital_active,branch_visits_3m,subscribed
03000976,24,307643,165,9,9,337,24,2443621,4,No,Yes,Service,School,Phone,Mar,Other,No,1,1
03000977,47,543670,4,9,10,423,6,2771990,5,Yes,Yes,Retired,Graduate,Phone,Mar,Single,Yes,8,1
03000978,22,208327,30,8,0,271,2,1705399,2,Yes,Yes,Retired,Graduate,Branch,Nov,Single,Yes,5,0
03000979,51,1064771,63,9,4,530,5,2948649,0,Yes,No,Retired,School,Email,Sep,Other,No,1,1
03000980,53,369812,180,8,1,310,16,1810071,1,No,No,Business,Postgraduate,Phone,Mar,Married,Yes,8,0
03000981,48,192908,108,6,10,72,1,489472,4,Yes,No,Retired,School,Email,Jun,Single,Yes,0,0
03000982,30,85712,159,5,10,406,0,1647558,4,Yes,Yes,Service,Graduate,Branch,Sep,Single,Yes,2,0
03000983,27,577544,54,10,9,236,14,940736,8,Yes,Yes,Service,School,Phone,Nov,Single,No,6,1
03000984,54,295536,65,2,6,134,13,2510497,0,No,Yes,Retired,Graduate,Phone,Jun,Single,Yes,0,0
03000985,27,417816,144,3,5,226,3,2401044,8,Yes,No,Business,Postgraduate,Branch,Nov,Single,Yes,6,0
03000986,39,427365,32,2,4,510,23,2511797,0,Yes,No,Professional,Graduate,Email,Jan,Single,Yes,11,1
03000987,61,80621,167,9,5,356,11,2859982,7,No,Yes,Retired,Postgraduate,Phone,Sep,Single,No,2,0
03000988,38,199484,58,2,10,289,16,404007,7,Yes,Yes,Professional,Postgraduate,Phone,Mar,Single,No,7,1
03000989,30,15962,22,2,7,300,10,1387822,2,Yes,No,Business,Postgraduate,Branch,Jun,Married,Yes,4,0
03000990,64,963456,91,8,0,231,6,2534267,1,No,Yes,Service,Postgraduate,Branch,Sep,Other,Yes,6,0
03000991,27,954537,66,5,9,541,9,2650712,2,Yes,No,Service,School,Email,Jan,Single,No,11,1
03000992,33,803841,115,9,5,249,14,1154670,1,Yes,Yes,Retired,School,Branch,Sep,Other,Yes,7,1
03000993,44,874535,160,12,0,295,19,2979381,6,Yes,No,Business,Postgraduate,Branch,Mar,Other,Yes,10,1
03000994,66,811323,68,12,2,449,4,2814227,5,No,No,Retired,School,Email,Sep,Other,Yes,7,0
03000995,42,857312,163,11,10,452,20,2273963,5,Yes,No,Business,Graduate,Phone,Sep,Other,Yes,11,1
03000996,66,597631,43,9,1,287,18,1351666,4,No,Yes,Retired,Postgraduate,Phone,Jun,Married,No,3,0
03000997,34,835244,180,10,0,348,12,847044,4,No,Yes,Service,School,Phone,Nov,Other,Yes,0,0
03000998,61,518103,124,11,8,272,2,2708360,0,Yes,No,Professional,Graduate,Branch,Mar,Married,No,0,1
03000999,38,632641,109,12,7,443,24,2869154,8,No,Yes,Service,Postgraduate,Phone,Jan,Other,No,8,1
03001000,58,469152,20,1,10,163,22,2172294,2,Yes,No,Retired,School,Phone,Nov,Other,No,10,0
