dispute_id,customer_age,disputed_amount_inr,days_to_report,merchant_refund_attempts,transaction_age_days,device_seen_before,otp_verified,merchant_risk_score,prior_disputes_12m,transaction_type,merchant_category,card_network,authentication_method,evidence_submitted,merchant_response,customer_tenure_months,transaction_country,account_segment,dispute_upheld
07000904,58,85371,139,4,53,Yes,Yes,22,0,ATM,Electronics,Mastercard,OTP,No,Agreed,3,India,Premium,0
07000905,42,178318,140,5,22,No,No,76,2,ATM,Electronics,RuPay,OTP,Yes,Pending,22,India,Standard,1
07000906,26,127424,172,3,41,Yes,No,44,4,ATM,Dining,Mastercard,Biometric,No,Agreed,13,International,Standard,0
07000907,25,50654,104,1,29,No,No,9,1,Card purchase,Electronics,RuPay,OTP,Yes,Rejected,3,International,Premium,1
07000908,22,105334,10,2,41,Yes,No,5,2,ATM,Dining,Mastercard,PIN,Yes,Agreed,22,International,Premium,1
07000909,39,153346,121,1,47,No,No,64,4,Card purchase,Travel,Visa,None,No,Rejected,25,India,Premium,0
07000910,53,118134,158,5,21,Yes,No,54,1,Card purchase,Electronics,Visa,Biometric,No,Pending,45,International,Premium,0
07000911,45,37637,53,4,45,Yes,No,63,3,Card purchase,Grocery,Mastercard,None,No,Rejected,50,India,Standard,1
07000912,63,120423,94,2,29,Yes,Yes,94,3,Transfer,Travel,RuPay,OTP,Yes,Rejected,66,International,Standard,1
07000913,52,96721,99,1,37,No,Yes,11,3,ATM,Dining,Visa,PIN,Yes,Pending,4,International,Standard,1
07000914,50,60722,128,0,31,Yes,Yes,77,3,Card purchase,Fuel,RuPay,OTP,No,Agreed,71,India,Standard,1
07000915,24,4730,29,2,57,Yes,Yes,88,1,Transfer,Dining,Visa,Biometric,Yes,Pending,3,India,Premium,0
07000916,59,335,112,0,57,Yes,No,78,5,Transfer,Fuel,RuPay,Biometric,No,Pending,63,India,Premium,0
07000917,34,154741,140,2,52,Yes,Yes,59,0,Transfer,Dining,Visa,Biometric,Yes,Rejected,54,India,Standard,1
07000918,24,21702,25,3,60,No,Yes,60,1,Card purchase,Fuel,RuPay,OTP,Yes,Agreed,39,India,Premium,1
07000919,43,159501,158,1,66,No,No,80,4,Card purchase,Fuel,RuPay,None,No,Agreed,42,India,Standard,0
07000920,25,54302,170,0,34,Yes,No,90,3,Card purchase,Grocery,Mastercard,Biometric,Yes,Rejected,10,India,Premium,0
07000921,45,93788,101,3,27,No,No,22,4,ATM,Fuel,RuPay,None,Yes,Rejected,7,International,Premium,0
07000922,57,72541,131,1,28,No,Yes,65,0,ATM,Fuel,RuPay,PIN,Yes,Pending,68,India,Premium,1
07000923,69,172727,149,3,34,Yes,Yes,8,3,Transfer,Fuel,Visa,PIN,Yes,Agreed,64,International,Premium,0
07000924,57,24288,32,3,61,No,No,39,1,Card purchase,Grocery,Mastercard,PIN,No,Pending,34,India,Premium,1
07000925,45,91797,45,5,52,No,Yes,92,2,Transfer,Fuel,Visa,PIN,No,Rejected,52,India,Premium,1
07000926,68,103887,42,3,22,No,No,48,1,Card purchase,Dining,RuPay,Biometric,Yes,Rejected,45,International,Premium,0
07000927,27,36790,82,0,60,Yes,No,12,2,ATM,Grocery,RuPay,PIN,No,Agreed,49,India,Standard,0
07000928,37,27478,146,0,64,No,No,65,4,Card purchase,Grocery,Mastercard,PIN,No,Rejected,32,International,Standard,0
07000929,57,26275,43,1,44,No,No,17,4,ATM,Travel,Mastercard,None,Yes,Pending,11,India,Premium,0
07000930,50,57406,179,3,25,Yes,No,93,3,Transfer,Grocery,RuPay,OTP,No,Agreed,36,India,Standard,1
07000931,56,80397,128,3,40,Yes,Yes,24,4,Card purchase,Grocery,Mastercard,Biometric,No,Agreed,82,International,Premium,0
07000932,22,31762,21,0,50,No,No,66,0,ATM,Dining,RuPay,None,Yes,Pending,31,India,Standard,1
07000933,60,145032,39,3,21,Yes,No,13,3,ATM,Electronics,RuPay,None,Yes,Agreed,44,India,Standard,1
07000934,30,112649,142,2,33,No,No,65,2,ATM,Fuel,RuPay,PIN,Yes,Agreed,57,International,Premium,0
07000935,44,57035,55,3,29,Yes,Yes,6,4,Card purchase,Dining,Visa,None,Yes,Rejected,25,International,Premium,1
07000936,33,99172,64,5,57,Yes,No,37,4,Card purchase,Fuel,RuPay,Biometric,No,Agreed,0,International,Standard,0
07000937,47,22775,123,1,31,Yes,Yes,25,0,Card purchase,Electronics,Visa,PIN,Yes,Pending,57,International,Premium,1
07000938,56,163065,30,5,49,Yes,Yes,53,5,Transfer,Grocery,Mastercard,PIN,No,Rejected,11,International,Standard,1
07000939,38,87916,128,0,31,Yes,No,56,3,Card purchase,Travel,Mastercard,Biometric,Yes,Rejected,59,India,Standard,1
07000940,47,47128,51,5,65,Yes,No,54,4,Card purchase,Travel,Visa,PIN,No,Agreed,75,India,Standard,1
07000941,57,8035,111,2,46,No,No,60,2,Card purchase,Grocery,Mastercard,None,No,Rejected,20,India,Standard,1
07000942,26,177196,20,3,22,No,Yes,79,5,Card purchase,Electronics,Mastercard,Biometric,Yes,Pending,83,India,Premium,1
07000943,59,14207,138,1,22,No,No,87,1,Card purchase,Grocery,Visa,None,No,Agreed,48,International,Standard,1
07000944,21,121094,138,5,30,No,No,93,5,Card purchase,Electronics,Visa,PIN,No,Agreed,41,International,Premium,1
07000945,49,100057,46,5,24,Yes,Yes,26,5,Transfer,Electronics,Mastercard,None,No,Agreed,26,India,Premium,0
07000946,57,19718,58,4,40,No,No,30,3,ATM,Grocery,Mastercard,None,Yes,Rejected,73,India,Premium,1
07000947,62,174821,51,1,66,Yes,No,74,0,Transfer,Fuel,RuPay,None,Yes,Pending,78,India,Standard,0
07000948,38,96220,1,5,56,Yes,Yes,18,1,Transfer,Grocery,Mastercard,OTP,No,Agreed,50,India,Standard,1
07000949,57,10109,34,0,61,Yes,No,10,2,ATM,Fuel,Visa,Biometric,Yes,Rejected,1,India,Premium,0
07000950,23,71575,7,5,35,Yes,Yes,58,4,ATM,Fuel,Mastercard,Biometric,No,Rejected,71,International,Premium,0
07000951,26,22925,168,2,28,No,No,63,0,ATM,Electronics,RuPay,PIN,Yes,Pending,46,International,Premium,1
07000952,36,20205,92,1,58,No,No,76,3,Transfer,Electronics,Mastercard,None,No,Pending,59,International,Premium,1
07000953,53,133167,159,4,25,Yes,No,78,0,Transfer,Fuel,Mastercard,Biometric,Yes,Agreed,83,India,Premium,1
07000954,64,10357,28,1,27,No,No,36,2,Card purchase,Dining,RuPay,None,No,Agreed,18,International,Standard,1
07000955,37,145657,160,2,53,No,Yes,26,0,Card purchase,Travel,Visa,Biometric,Yes,Pending,37,India,Standard,0
07000956,36,4394,74,0,40,No,Yes,21,5,Transfer,Travel,Mastercard,PIN,No,Rejected,8,International,Standard,1
07000957,54,76055,48,2,23,Yes,No,69,2,Card purchase,Fuel,Visa,OTP,No,Agreed,5,International,Premium,0
07000958,32,137557,143,3,23,Yes,Yes,44,1,Transfer,Electronics,RuPay,OTP,No,Pending,23,International,Premium,1
07000959,40,141304,74,3,26,No,No,83,4,Card purchase,Fuel,Mastercard,OTP,Yes,Rejected,79,India,Premium,1
07000960,24,2958,104,4,31,Yes,Yes,5,4,Card purchase,Fuel,Visa,PIN,No,Rejected,48,International,Premium,0
07000961,49,120229,92,1,54,Yes,No,21,1,ATM,Electronics,Visa,PIN,Yes,Rejected,61,India,Premium,0
07000962,65,131923,132,5,68,No,Yes,27,1,Transfer,Electronics,Mastercard,Biometric,No,Agreed,57,International,Standard,0
07000963,58,27357,117,1,25,No,Yes,60,1,Card purchase,Dining,Mastercard,PIN,No,Rejected,50,India,Standard,0
07000964,27,52811,80,1,69,No,Yes,13,2,Card purchase,Grocery,Mastercard,Biometric,No,Pending,73,International,Premium,1
07000965,47,81389,22,0,31,Yes,Yes,20,5,Card purchase,Travel,Mastercard,PIN,No,Agreed,35,India,Premium,1
07000966,52,13254,143,2,36,Yes,No,26,5,Card purchase,Electronics,RuPay,Biometric,Yes,Rejected,17,India,Standard,1
07000967,38,157320,73,0,50,Yes,No,39,1,Transfer,Grocery,RuPay,Biometric,Yes,Pending,17,International,Premium,0
07000968,22,66631,125,1,62,No,Yes,79,5,Card purchase,Dining,Mastercard,OTP,No,Agreed,14,International,Standard,0
07000969,59,77394,106,1,39,No,Yes,73,4,Transfer,Electronics,Visa,PIN,Yes,Agreed,30,India,Standard,1
07000970,27,154850,131,2,59,Yes,Yes,5,5,Card purchase,Electronics,Visa,Biometric,Yes,Agreed,23,India,Standard,1
07000971,45,65315,124,0,66,Yes,Yes,6,4,Transfer,Grocery,RuPay,None,No,Agreed,47,International,Standard,0
07000972,24,109429,45,0,43,Yes,No,61,4,ATM,Dining,Visa,Biometric,Yes,Pending,52,India,Standard,1
07000973,34,7632,114,3,41,No,No,81,2,ATM,Fuel,RuPay,Biometric,No,Pending,80,International,Standard,1
07000974,44,15140,35,2,61,Yes,No,26,2,ATM,Grocery,Mastercard,Biometric,No,Pending,52,India,Standard,0
07000975,40,137270,142,3,33,No,No,87,0,Card purchase,Grocery,RuPay,None,No,Pending,67,International,Standard,0
07000976,61,9972,32,4,65,Yes,No,85,4,ATM,Travel,Mastercard,Biometric,Yes,Rejected,41,International,Standard,1
07000977,32,26818,64,4,34,No,No,78,3,Card purchase,Travel,Visa,PIN,Yes,Pending,71,India,Premium,0
07000978,26,108900,146,3,58,No,No,95,2,Card purchase,Grocery,Visa,Biometric,Yes,Agreed,49,International,Standard,0
07000979,28,118367,10,3,42,No,No,76,1,Card purchase,Dining,Visa,Biometric,Yes,Rejected,39,India,Premium,0
07000980,51,116860,161,4,22,Yes,Yes,47,0,ATM,Travel,Visa,None,No,Agreed,71,India,Premium,0
07000981,65,27510,173,3,47,No,No,53,5,ATM,Fuel,Visa,Biometric,Yes,Rejected,45,International,Standard,1
07000982,60,46771,11,1,50,No,Yes,46,3,ATM,Fuel,Mastercard,PIN,No,Pending,67,India,Standard,1
07000983,61,87493,42,3,66,No,No,14,5,Transfer,Travel,RuPay,Biometric,Yes,Rejected,60,India,Premium,1
07000984,24,145566,58,4,44,Yes,Yes,15,1,Transfer,Dining,RuPay,PIN,No,Rejected,83,International,Premium,0
07000985,35,118167,128,2,24,Yes,No,34,1,Transfer,Dining,Visa,Biometric,Yes,Rejected,54,India,Standard,0
07000986,34,138650,94,0,32,No,Yes,76,3,Card purchase,Fuel,RuPay,OTP,No,Pending,82,India,Premium,1
07000987,62,35692,119,5,45,Yes,Yes,28,0,Transfer,Fuel,Visa,Biometric,No,Agreed,74,India,Standard,0
07000988,39,24866,3,4,63,Yes,No,26,5,Card purchase,Fuel,Visa,OTP,Yes,Rejected,26,India,Standard,1
07000989,53,90531,11,1,62,Yes,Yes,84,1,ATM,Grocery,RuPay,Biometric,No,Pending,16,India,Standard,1
07000990,54,41794,118,3,28,Yes,Yes,68,1,Transfer,Grocery,Mastercard,None,Yes,Pending,14,India,Standard,1
07000991,38,128134,137,4,67,Yes,No,65,3,Transfer,Electronics,Visa,None,Yes,Agreed,63,International,Premium,0
07000992,27,86565,88,5,37,Yes,No,68,4,Transfer,Fuel,RuPay,OTP,No,Agreed,12,India,Premium,1
07000993,54,176603,63,4,25,No,No,60,2,ATM,Dining,Mastercard,PIN,Yes,Pending,50,India,Premium,1
07000994,39,103806,70,3,35,Yes,No,91,5,Transfer,Dining,RuPay,OTP,Yes,Agreed,28,India,Standard,1
07000995,55,98363,51,4,29,No,Yes,80,5,Transfer,Electronics,RuPay,Biometric,Yes,Agreed,56,India,Premium,1
07000996,62,60253,48,0,62,Yes,Yes,82,1,Card purchase,Dining,Visa,None,Yes,Pending,84,International,Premium,1
07000997,65,39351,135,2,35,Yes,Yes,76,1,ATM,Travel,Visa,OTP,No,Rejected,58,India,Premium,0
07000998,60,88589,164,1,53,Yes,No,13,3,ATM,Dining,Visa,Biometric,Yes,Agreed,18,India,Standard,1
07000999,40,136368,83,1,56,No,No,14,0,ATM,Travel,Visa,None,No,Agreed,7,India,Standard,0
07001000,22,173776,15,4,26,No,Yes,79,5,ATM,Fuel,RuPay,OTP,No,Rejected,76,International,Premium,1
