application_id,applicant_age,annual_income_inr,loan_amount_inr,loan_term_months,credit_score,existing_emis_inr,employment_years,missed_payments_12m,credit_utilization_pct,savings_balance_inr,property_owner,employment_type,loan_purpose,residence_type,education_level,dependents,previous_loans,channel,default_next_12m
01000914,56,561088,990914,65,558,69933,22,4,11,568173,Yes,Contract,Personal,Owned,Graduate,4,8,Online,0
01000915,42,993454,445023,28,720,21977,8,4,77,1009651,Yes,Salaried,Home improvement,Family,School,5,3,Online,1
01000916,67,1093510,1249054,15,789,46142,7,7,82,460986,Yes,Self-employed,Vehicle,Owned,Postgraduate,2,8,Branch,0
01000917,34,1538510,1840655,43,729,31686,23,7,77,929800,Yes,Contract,Personal,Rented,Postgraduate,4,10,Branch,1
01000918,33,2540552,410673,44,831,30104,14,0,27,50017,No,Salaried,Personal,Family,School,3,9,Branch,0
01000919,59,2997226,3460303,58,663,31480,1,3,43,395665,Yes,Self-employed,Personal,Owned,Postgraduate,5,6,Online,0
01000920,37,323512,953205,23,746,74545,16,4,70,855955,No,Self-employed,Personal,Rented,School,4,2,Branch,1
01000921,58,608461,2954826,46,526,32714,18,6,53,58930,Yes,Contract,Personal,Rented,School,3,10,Branch,1
01000922,31,511508,2882353,69,728,17261,8,7,11,1180928,Yes,Salaried,Vehicle,Rented,Graduate,0,4,Branch,1
01000923,23,2082213,767284,6,802,16253,12,4,71,171261,No,Contract,Vehicle,Owned,Postgraduate,1,6,Online,0
01000924,30,610908,1514045,28,687,37597,8,5,88,751421,No,Self-employed,Home improvement,Rented,Graduate,0,9,Branch,1
01000925,37,1026144,312003,83,697,61486,16,1,33,1087586,No,Salaried,Personal,Family,Postgraduate,2,5,Online,1
01000926,61,2440501,1399826,74,832,23793,19,3,69,219791,Yes,Self-employed,Education,Family,Postgraduate,1,5,Branch,0
01000927,27,1512480,225582,33,681,39383,11,1,52,801709,No,Self-employed,Education,Owned,Postgraduate,5,10,Branch,0
01000928,57,1371327,2830037,46,597,2607,25,0,90,174345,No,Contract,Vehicle,Family,Graduate,1,2,Online,1
01000929,39,2459736,2464427,26,606,43932,20,5,90,284730,Yes,Self-employed,Education,Owned,Postgraduate,4,7,Online,1
01000930,35,2626298,1307079,23,587,54685,11,7,78,934258,No,Salaried,Home improvement,Family,Graduate,1,3,Agent,1
01000931,37,1667280,2375542,60,491,34642,13,6,64,49906,No,Salaried,Vehicle,Family,Graduate,5,10,Branch,1
01000932,45,1318448,1434061,26,676,31023,2,4,26,736231,No,Contract,Home improvement,Rented,Graduate,2,4,Online,0
01000933,22,2172455,3141141,56,495,33742,19,3,50,187332,No,Self-employed,Home improvement,Rented,School,4,1,Agent,1
01000934,40,1308683,2878272,60,510,12701,15,6,69,304301,Yes,Contract,Home improvement,Family,School,3,5,Agent,0
01000935,26,340638,1619985,80,587,25401,10,3,37,462901,Yes,Self-employed,Personal,Owned,Postgraduate,4,2,Agent,1
01000936,63,542205,1069270,78,664,11602,4,5,85,185502,Yes,Salaried,Home improvement,Family,School,3,5,Agent,0
01000937,21,1299295,2476336,29,769,51300,24,3,31,806910,Yes,Self-employed,Education,Rented,School,4,8,Branch,1
01000938,26,2565001,2535630,42,607,47790,16,2,59,963385,Yes,Salaried,Education,Owned,Postgraduate,5,7,Agent,0
01000939,35,2291836,1760736,36,525,42024,21,7,11,235309,No,Contract,Vehicle,Rented,School,2,7,Branch,1
01000940,44,1676218,2853893,21,730,58855,25,6,53,1113539,Yes,Self-employed,Personal,Rented,Graduate,5,9,Branch,1
01000941,65,2570081,3002603,1,794,10555,13,5,39,676791,No,Salaried,Education,Rented,Graduate,3,9,Agent,1
01000942,39,1130406,943687,78,691,38709,18,2,24,132761,Yes,Contract,Vehicle,Rented,School,2,3,Online,0
01000943,21,2787972,3324428,62,667,51311,24,0,43,774390,Yes,Self-employed,Home improvement,Rented,Graduate,0,7,Agent,0
01000944,45,2626659,2234061,64,702,30247,7,6,21,1016684,Yes,Self-employed,Vehicle,Rented,Postgraduate,3,3,Agent,1
01000945,57,596357,193020,11,640,50032,12,0,41,604688,No,Salaried,Vehicle,Rented,School,3,6,Branch,0
01000946,26,1540626,2219159,42,545,10695,3,6,10,11403,No,Self-employed,Personal,Owned,School,0,4,Agent,0
01000947,31,1690092,1324157,3,779,20644,25,7,93,982800,No,Contract,Education,Rented,School,2,10,Agent,1
01000948,40,2807973,1849425,83,786,30881,8,7,70,769261,Yes,Salaried,Education,Family,Graduate,5,6,Branch,0
01000949,22,885042,149584,1,536,71781,15,4,24,503101,No,Salaried,Home improvement,Rented,Graduate,5,0,Online,0
01000950,62,2100729,1237292,32,783,39190,19,4,54,421816,Yes,Contract,Education,Family,School,0,0,Online,1
01000951,25,1640291,700900,19,507,17560,21,7,54,703715,No,Self-employed,Education,Family,Graduate,5,7,Online,1
01000952,38,2251378,756720,24,526,22427,5,0,76,1147425,Yes,Contract,Home improvement,Rented,Postgraduate,1,10,Online,0
01000953,33,2540998,2882198,50,551,32799,11,1,80,67675,Yes,Contract,Home improvement,Family,Postgraduate,1,4,Branch,0
01000954,32,1986824,2926881,79,807,35819,22,5,90,775416,Yes,Self-employed,Vehicle,Family,Graduate,2,0,Branch,0
01000955,23,1733065,1328876,47,579,69425,18,3,29,786413,Yes,Salaried,Personal,Rented,School,1,8,Agent,1
01000956,34,1177898,560099,61,608,67222,8,0,7,50212,No,Salaried,Vehicle,Family,School,2,4,Branch,0
01000957,52,1478062,260770,25,666,22197,12,4,89,347285,Yes,Self-employed,Education,Family,Graduate,2,5,Online,1
01000958,43,2559549,479951,81,698,2495,12,7,19,397414,No,Contract,Education,Family,Postgraduate,3,3,Branch,1
01000959,53,1503097,1802680,36,654,34722,13,7,24,655619,Yes,Self-employed,Personal,Rented,Graduate,2,1,Agent,0
01000960,47,668671,3285068,60,503,49685,2,5,91,1013934,Yes,Contract,Vehicle,Owned,Graduate,2,10,Branch,1
01000961,35,2576253,579663,39,825,53245,20,4,4,606225,No,Salaried,Education,Family,Postgraduate,2,9,Branch,1
01000962,66,2235765,731064,40,702,52135,14,2,33,57015,No,Self-employed,Vehicle,Owned,Postgraduate,2,5,Online,1
01000963,68,1153592,1520721,21,574,25860,19,6,68,1134610,Yes,Contract,Education,Family,Postgraduate,2,5,Branch,0
01000964,47,2677864,181237,79,700,23094,13,4,81,462828,Yes,Salaried,Home improvement,Family,Postgraduate,5,7,Agent,1
01000965,61,2058268,2826310,61,504,33918,19,7,17,534991,No,Self-employed,Vehicle,Rented,School,3,8,Branch,0
01000966,23,2595583,968774,35,812,69940,23,5,4,946273,Yes,Contract,Personal,Family,Graduate,2,2,Online,1
01000967,66,327253,2017886,5,720,9386,5,6,23,460566,Yes,Salaried,Education,Rented,School,4,2,Agent,0
01000968,44,471980,2887249,35,651,13572,3,0,37,1070789,No,Salaried,Vehicle,Rented,Postgraduate,1,5,Branch,0
01000969,63,2721893,513384,28,632,68714,4,2,14,315664,Yes,Contract,Personal,Family,Graduate,3,6,Online,0
01000970,37,2072435,2642806,56,622,60896,20,6,83,379002,Yes,Salaried,Home improvement,Family,Postgraduate,3,5,Online,1
01000971,42,1621300,754894,17,574,56589,18,7,83,974648,Yes,Contract,Vehicle,Rented,Graduate,0,8,Branch,1
01000972,67,825761,2139911,37,551,32225,21,0,37,1069818,No,Self-employed,Personal,Family,School,1,6,Branch,0
01000973,55,2752177,2296430,70,553,11082,1,6,5,512963,No,Self-employed,Vehicle,Owned,Graduate,0,5,Online,0
01000974,50,1079341,650978,27,533,59447,17,3,57,143453,Yes,Salaried,Personal,Family,Graduate,3,3,Online,0
01000975,42,2973708,1660152,65,846,57585,19,4,15,230404,No,Self-employed,Vehicle,Family,Graduate,5,7,Branch,1
01000976,31,725936,1754978,52,570,8348,7,6,29,1075986,No,Salaried,Home improvement,Rented,School,4,1,Branch,0
01000977,23,262925,3318743,58,692,44810,2,7,31,656298,Yes,Salaried,Vehicle,Rented,Graduate,2,3,Branch,1
01000978,32,2260645,2752088,54,688,30390,13,2,28,279967,Yes,Salaried,Vehicle,Rented,Graduate,2,0,Online,0
01000979,28,877387,2674839,68,731,29122,2,6,8,19777,Yes,Self-employed,Education,Rented,Graduate,4,5,Online,1
01000980,34,733438,1165638,80,752,6017,1,4,75,135521,No,Salaried,Home improvement,Rented,Graduate,3,1,Branch,0
01000981,56,2383760,1837677,10,765,7518,1,7,40,17622,Yes,Contract,Education,Owned,Graduate,0,7,Agent,1
01000982,50,987295,1613537,70,837,8526,13,5,63,990218,Yes,Self-employed,Home improvement,Family,School,3,8,Agent,1
01000983,68,1288952,1600724,33,672,43110,1,0,34,1099427,No,Self-employed,Personal,Rented,Postgraduate,0,1,Agent,0
01000984,57,2632805,2175250,31,607,66132,13,7,74,159131,Yes,Salaried,Vehicle,Rented,School,2,1,Branch,1
01000985,67,1585254,209088,78,513,16610,4,4,79,199042,Yes,Contract,Home improvement,Owned,Graduate,4,6,Online,0
01000986,59,1624939,2602156,20,647,20584,3,6,33,279338,No,Salaried,Education,Owned,School,2,10,Online,0
01000987,22,2743823,2070244,74,688,25191,5,1,91,465590,No,Salaried,Education,Family,Postgraduate,0,0,Online,0
01000988,22,1485151,871778,73,528,11763,10,0,44,493349,Yes,Salaried,Education,Family,Graduate,0,7,Agent,0
01000989,47,2375694,285720,76,619,67298,6,2,33,934926,Yes,Self-employed,Vehicle,Owned,Graduate,4,10,Agent,0
01000990,48,512421,587478,33,639,27053,9,5,32,856859,Yes,Contract,Vehicle,Rented,Graduate,5,9,Online,0
01000991,45,1526586,3026331,10,751,57340,10,0,27,521438,Yes,Salaried,Personal,Family,Graduate,2,6,Agent,0
01000992,39,2793166,2420462,73,760,49136,23,3,12,257005,Yes,Salaried,Home improvement,Family,Postgraduate,3,8,Agent,1
01000993,35,1944669,2932596,73,557,12746,12,4,31,187485,Yes,Contract,Home improvement,Family,Postgraduate,3,3,Agent,1
01000994,32,1606172,1916057,23,605,53138,3,1,60,1123798,Yes,Salaried,Home improvement,Owned,Postgraduate,5,9,Agent,0
01000995,54,997136,3456869,16,792,32485,0,2,23,579420,Yes,Self-employed,Education,Rented,Graduate,2,0,Agent,0
01000996,27,2072721,2009046,11,772,13713,10,6,15,117063,No,Salaried,Home improvement,Family,Postgraduate,5,10,Online,0
01000997,28,2756241,401743,27,836,15004,8,2,13,1169570,No,Self-employed,Education,Family,School,4,8,Online,0
01000998,41,2160192,1364617,23,525,24435,15,1,64,262792,Yes,Salaried,Education,Rented,School,4,2,Agent,0
01000999,66,2339360,2407348,24,654,46838,14,4,54,1855,No,Contract,Vehicle,Family,Graduate,1,7,Online,1
01001000,69,380524,3142306,40,584,50597,0,3,30,589028,Yes,Self-employed,Vehicle,Owned,Graduate,4,10,Online,0
