mortgage_application_id,applicant_age,gross_income_inr,property_value_inr,down_payment_inr,requested_mortgage_inr,credit_score,debt_to_income_pct,employment_years,recent_delinquencies,property_type,employment_category,coapplicant,property_city_tier,existing_mortgage,documentation_complete,savings_inr,loan_term_years,property_usage,preapproved
05000858,25,2272521,16073784,4158599,58,730,72,14,2,Independent house,Business,No,Tier 2,No,No,1516470,11,Self occupied,1
05000859,65,2555743,10744262,2310865,63,815,64,11,0,Independent house,Salaried,No,Tier 2,No,Yes,1508077,1,Self occupied,0
05000860,37,2458891,11641345,3967897,44,599,27,22,5,Plot,Self-employed,No,Tier 3,Yes,No,62707,12,Investment,1
05000861,49,1369325,13299042,1508620,53,640,10,7,9,Apartment,Business,No,Tier 3,Yes,Yes,1025998,18,Self occupied,1
05000862,51,2273459,11919245,226854,37,631,44,20,0,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,819124,24,Self occupied,1
05000863,55,2696746,9523571,3537121,29,562,27,14,0,Apartment,Salaried,Yes,Tier 1,Yes,Yes,506560,1,Self occupied,0
05000864,64,2814402,15106397,5609376,42,626,67,13,4,Apartment,Self-employed,Yes,Tier 3,Yes,No,1266792,25,Self occupied,1
05000865,29,2658608,17466274,1189244,63,734,57,23,10,Plot,Salaried,Yes,Tier 2,Yes,Yes,508879,4,Investment,1
05000866,31,503456,8375986,1992486,36,730,4,6,8,Apartment,Self-employed,No,Tier 2,Yes,Yes,356191,12,Investment,0
05000867,36,2429551,8677791,972893,25,835,69,7,9,Plot,Business,No,Tier 2,No,Yes,1077854,17,Investment,1
05000868,41,2437219,2101812,5625974,29,596,19,18,2,Apartment,Self-employed,Yes,Tier 2,No,Yes,1375028,7,Investment,0
05000869,50,467322,17846633,3710866,29,610,95,14,10,Independent house,Salaried,Yes,Tier 2,No,Yes,813940,11,Self occupied,1
05000870,32,1210314,7569637,2798220,33,615,51,20,7,Independent house,Self-employed,Yes,Tier 3,No,No,1272803,8,Investment,1
05000871,61,669745,5668908,4925802,69,793,78,10,4,Plot,Salaried,No,Tier 2,Yes,Yes,388879,19,Self occupied,1
05000872,24,2852884,13760710,1290690,52,620,24,17,2,Plot,Business,No,Tier 1,No,Yes,76964,14,Self occupied,1
05000873,25,1778406,6531600,3516572,50,697,44,21,8,Plot,Salaried,Yes,Tier 3,Yes,Yes,886446,3,Self occupied,0
05000874,48,1657731,10977877,1007052,56,751,73,6,10,Independent house,Self-employed,No,Tier 3,Yes,Yes,773211,23,Investment,1
05000875,51,1059502,4379415,770871,55,551,37,17,10,Independent house,Self-employed,No,Tier 3,No,Yes,179444,1,Self occupied,1
05000876,28,1078687,12750415,4120214,33,588,95,15,10,Plot,Business,Yes,Tier 2,Yes,No,1627325,9,Self occupied,1
05000877,31,481570,7148656,3862523,46,597,14,12,5,Apartment,Business,No,Tier 1,No,Yes,1258528,1,Investment,1
05000878,57,1730898,3745184,3284786,37,820,5,14,0,Plot,Business,No,Tier 1,Yes,Yes,1664715,4,Investment,0
05000879,33,2795773,8071945,4549413,39,642,90,2,9,Plot,Salaried,No,Tier 3,Yes,No,514357,15,Investment,1
05000880,38,1659085,14989012,991094,35,748,80,1,10,Apartment,Salaried,Yes,Tier 1,No,Yes,268189,21,Self occupied,1
05000881,30,1568941,17748358,3587864,45,806,69,24,8,Independent house,Business,No,Tier 1,No,No,1077291,19,Self occupied,1
05000882,54,2120024,12176453,5617593,25,678,77,7,9,Apartment,Business,Yes,Tier 2,No,Yes,180462,23,Self occupied,1
05000883,44,2556938,14328410,3882673,64,518,23,5,4,Plot,Self-employed,Yes,Tier 3,Yes,Yes,1428020,9,Self occupied,1
05000884,24,2626552,5881699,3023654,24,765,59,19,10,Independent house,Salaried,Yes,Tier 3,Yes,Yes,439863,3,Investment,0
05000885,51,2604950,17943349,5917576,58,580,49,4,1,Plot,Self-employed,No,Tier 3,Yes,Yes,424246,13,Investment,0
05000886,21,2850363,7632415,4384670,30,647,22,15,8,Independent house,Salaried,Yes,Tier 2,No,Yes,752464,0,Self occupied,0
05000887,63,390298,4498132,4950640,69,486,33,18,3,Independent house,Business,No,Tier 1,No,No,1661040,13,Investment,0
05000888,45,2956065,8003662,2115799,42,592,10,22,5,Apartment,Self-employed,No,Tier 2,Yes,No,1644861,15,Self occupied,0
05000889,64,2576657,8023691,4541522,50,747,35,12,10,Apartment,Salaried,Yes,Tier 3,No,Yes,1065683,11,Self occupied,1
05000890,66,1959222,9880603,624366,49,731,34,21,10,Apartment,Salaried,No,Tier 1,Yes,No,1271269,6,Investment,0
05000891,34,1332632,14215949,4734150,22,760,12,7,6,Apartment,Salaried,No,Tier 2,No,Yes,457540,14,Investment,0
05000892,53,2975490,2658881,2403543,37,498,94,22,6,Independent house,Salaried,Yes,Tier 3,Yes,Yes,411691,4,Investment,1
05000893,54,519998,6391675,1339392,56,808,95,21,5,Independent house,Salaried,No,Tier 1,No,Yes,379036,9,Investment,1
05000894,39,1839419,8700039,3369347,39,727,50,7,6,Independent house,Salaried,No,Tier 2,No,Yes,989276,9,Investment,1
05000895,46,2865265,5398162,4028572,63,515,76,0,5,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,747504,24,Investment,0
05000896,55,2038969,8929972,505480,50,840,22,1,0,Plot,Self-employed,Yes,Tier 1,No,Yes,572255,21,Self occupied,0
05000897,35,988657,7518805,685145,43,540,84,19,6,Independent house,Self-employed,No,Tier 3,No,No,1279569,15,Investment,0
05000898,25,1162367,11911451,1070356,65,499,20,7,1,Independent house,Self-employed,Yes,Tier 1,No,No,1322043,1,Self occupied,0
05000899,59,2821447,12370886,2901353,61,781,13,13,7,Independent house,Salaried,Yes,Tier 3,Yes,Yes,270466,18,Investment,1
05000900,30,1370065,12960135,3547449,32,835,24,11,2,Independent house,Self-employed,No,Tier 1,No,No,606355,14,Investment,1
05000901,66,1197621,3781974,1558256,66,720,49,1,0,Independent house,Self-employed,Yes,Tier 1,No,No,1218257,4,Investment,1
05000902,66,1309984,17195277,1886440,50,741,83,10,1,Independent house,Business,Yes,Tier 2,Yes,Yes,411504,14,Self occupied,0
05000903,39,2020138,6345144,396569,23,644,92,6,9,Apartment,Salaried,No,Tier 1,Yes,Yes,817267,19,Investment,0
05000904,35,1002579,7006847,2082250,27,774,91,9,1,Independent house,Salaried,Yes,Tier 3,Yes,No,1162328,20,Self occupied,0
05000905,46,673228,5101158,2280310,32,798,47,24,5,Apartment,Salaried,Yes,Tier 1,No,Yes,988829,5,Self occupied,0
05000906,25,2890213,9716420,2330428,37,614,30,22,7,Apartment,Self-employed,No,Tier 3,Yes,No,992263,24,Self occupied,1
05000907,55,674579,7562729,5502371,40,762,26,25,2,Independent house,Business,No,Tier 3,Yes,No,1484011,16,Investment,1
05000908,23,2583385,17921918,1257592,52,621,29,9,2,Independent house,Business,Yes,Tier 2,Yes,Yes,612879,4,Investment,0
05000909,57,1644237,15058994,3462576,59,758,31,17,0,Plot,Salaried,No,Tier 1,Yes,No,1128981,20,Self occupied,1
05000910,40,1540963,11555631,2362745,45,593,8,14,3,Apartment,Salaried,No,Tier 1,No,No,1717184,10,Self occupied,1
05000911,43,2646875,13275832,5779321,63,680,40,0,1,Plot,Salaried,Yes,Tier 1,Yes,No,1316173,6,Self occupied,1
05000912,36,2211751,3168083,3445836,59,787,78,20,6,Plot,Business,Yes,Tier 2,No,No,288612,10,Self occupied,1
05000913,44,2178524,5852221,5898140,48,655,77,4,3,Plot,Salaried,No,Tier 1,Yes,No,1150571,5,Investment,0
05000914,30,1520301,5271842,2647582,35,678,75,8,9,Apartment,Self-employed,No,Tier 3,Yes,Yes,1310308,11,Self occupied,1
05000915,42,1786756,2001320,5822183,22,691,90,24,3,Apartment,Salaried,Yes,Tier 2,No,Yes,92513,4,Investment,1
05000916,38,415994,15005021,4648660,62,797,76,21,6,Independent house,Business,Yes,Tier 2,Yes,No,504585,12,Investment,1
05000917,42,2165804,7752118,4659568,62,609,93,4,0,Plot,Salaried,No,Tier 3,No,Yes,1446300,9,Investment,0
05000918,55,355216,12008782,5923186,32,553,55,17,8,Independent house,Self-employed,Yes,Tier 1,Yes,No,1365481,3,Investment,1
05000919,40,662162,4410658,1512975,21,526,32,15,0,Independent house,Self-employed,No,Tier 3,No,Yes,382650,2,Investment,0
05000920,22,2453603,12803799,377112,34,669,23,10,8,Plot,Business,Yes,Tier 1,No,Yes,459493,10,Self occupied,1
05000921,37,818806,4648924,541973,46,695,13,0,5,Independent house,Business,No,Tier 1,No,Yes,1206739,10,Investment,0
05000922,33,1009879,4834382,5062264,62,654,9,2,4,Independent house,Self-employed,Yes,Tier 1,Yes,No,260582,13,Self occupied,0
05000923,26,1124307,13023714,2599755,59,676,59,19,0,Apartment,Self-employed,Yes,Tier 2,Yes,No,946051,6,Self occupied,0
05000924,69,738574,4331023,4695745,24,494,34,4,1,Apartment,Business,No,Tier 3,No,No,521304,9,Self occupied,1
05000925,21,755560,14383674,2249465,26,778,88,6,0,Independent house,Salaried,No,Tier 1,No,Yes,949429,21,Self occupied,1
05000926,44,1801900,2434777,1691363,65,627,84,5,2,Plot,Self-employed,No,Tier 3,Yes,Yes,1419418,1,Investment,1
05000927,25,2387427,16733274,242458,34,702,48,12,6,Independent house,Self-employed,No,Tier 1,Yes,Yes,1127073,3,Investment,0
05000928,35,1106207,2520925,411260,64,660,6,15,5,Independent house,Self-employed,Yes,Tier 3,No,Yes,1684198,20,Self occupied,0
05000929,59,1915516,17979928,1627806,41,627,33,11,8,Independent house,Salaried,Yes,Tier 1,Yes,No,454684,6,Investment,1
05000930,62,2725609,8587828,3196632,42,844,28,24,3,Independent house,Salaried,No,Tier 1,No,Yes,1365037,2,Investment,0
05000931,46,417290,9341687,2061679,40,775,43,13,3,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,470461,19,Investment,1
05000932,40,2210412,7225148,4885555,30,786,55,4,5,Independent house,Self-employed,Yes,Tier 2,No,No,670994,13,Self occupied,1
05000933,57,854584,15845764,374314,24,683,87,12,7,Plot,Self-employed,No,Tier 3,No,No,1702782,0,Investment,1
05000934,39,1798925,17193333,4899056,69,728,43,14,8,Apartment,Self-employed,No,Tier 2,No,No,1158179,24,Self occupied,1
05000935,43,950955,17926391,1361467,63,831,62,11,10,Plot,Salaried,No,Tier 1,No,Yes,98194,13,Investment,1
05000936,44,1156023,1675721,880756,27,512,91,13,1,Plot,Business,Yes,Tier 2,No,Yes,931616,18,Self occupied,1
05000937,53,2028351,5140106,5726716,26,584,18,9,6,Independent house,Business,Yes,Tier 3,No,No,678126,17,Self occupied,0
05000938,55,2521541,7713937,3729381,62,719,26,9,8,Apartment,Business,Yes,Tier 1,No,Yes,1330519,13,Investment,1
05000939,35,2819072,16238258,1115651,63,526,73,20,9,Apartment,Self-employed,Yes,Tier 2,No,Yes,23027,14,Investment,1
05000940,58,2053149,14688834,5886320,41,601,61,8,4,Apartment,Salaried,No,Tier 3,No,No,582994,20,Self occupied,0
05000941,44,557441,15165230,1133430,64,799,42,18,7,Apartment,Self-employed,Yes,Tier 1,No,Yes,485663,19,Investment,0
05000942,26,1038823,3292910,5900855,61,668,74,25,6,Apartment,Business,Yes,Tier 3,Yes,No,795147,0,Self occupied,1
05000943,67,2740410,3533644,4096059,66,735,69,3,6,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,975401,2,Self occupied,1
05000944,63,894359,9617963,5987892,27,840,74,17,8,Apartment,Self-employed,Yes,Tier 2,Yes,Yes,933065,14,Investment,0
05000945,31,2771835,4743219,716551,26,721,8,4,8,Independent house,Business,Yes,Tier 2,Yes,Yes,1230154,17,Investment,1
05000946,27,1279557,2500412,2570777,53,554,74,18,8,Independent house,Salaried,No,Tier 2,Yes,No,1690186,11,Investment,0
05000947,44,459133,5655006,1236409,22,550,62,23,8,Apartment,Salaried,No,Tier 3,Yes,No,1608542,20,Self occupied,1
05000948,67,2985654,4609062,2571542,43,535,12,15,5,Plot,Self-employed,Yes,Tier 3,Yes,No,436926,22,Self occupied,0
05000949,54,1071125,9037450,5745207,36,661,52,6,5,Independent house,Business,Yes,Tier 1,Yes,Yes,275913,17,Self occupied,1
05000950,47,1646802,11208259,4212980,46,823,16,7,5,Plot,Business,No,Tier 3,Yes,No,1740685,11,Investment,0
05000951,48,2270931,11952772,1636977,43,716,60,25,3,Independent house,Self-employed,Yes,Tier 1,Yes,No,1766402,5,Self occupied,0
05000952,24,1328630,13817083,4588040,35,642,29,1,10,Independent house,Salaried,Yes,Tier 2,Yes,Yes,1076920,11,Self occupied,1
05000953,29,1421263,13459473,3526553,52,540,26,7,7,Independent house,Self-employed,No,Tier 2,No,Yes,903296,5,Self occupied,0
05000954,69,1072523,11732320,2043254,47,498,22,18,4,Apartment,Salaried,Yes,Tier 1,No,No,694861,10,Self occupied,1
05000955,24,1805149,5453600,4367462,52,693,68,23,0,Independent house,Salaried,No,Tier 3,No,No,58707,4,Investment,1
05000956,60,1170888,9586033,275548,64,495,18,24,7,Apartment,Salaried,Yes,Tier 2,No,No,1042798,21,Investment,1
05000957,42,1891090,7150485,5779805,36,565,79,0,10,Apartment,Business,No,Tier 1,No,Yes,992134,14,Investment,1
05000958,51,1189411,17993095,3706239,69,563,55,4,0,Apartment,Self-employed,Yes,Tier 1,No,Yes,970971,3,Investment,1
05000959,56,2061066,10391217,4665894,26,731,22,25,5,Plot,Self-employed,Yes,Tier 3,No,Yes,1440396,15,Investment,0
05000960,68,2498910,13437259,4277111,32,783,89,4,3,Plot,Salaried,Yes,Tier 2,No,No,1288379,4,Investment,1
05000961,67,943009,8122760,1190951,57,709,16,8,8,Apartment,Business,No,Tier 2,Yes,No,1542356,8,Self occupied,0
05000962,39,624734,6098253,3522112,44,639,55,23,10,Plot,Self-employed,No,Tier 1,No,Yes,1283963,12,Investment,0
05000963,49,839847,5761034,1313008,46,646,86,24,4,Plot,Salaried,Yes,Tier 1,No,Yes,513354,25,Investment,1
05000964,42,2459346,9273279,1695063,59,492,52,20,3,Apartment,Salaried,No,Tier 1,Yes,No,546219,10,Investment,0
05000965,30,2788178,9387202,2606184,42,596,43,18,8,Apartment,Salaried,Yes,Tier 3,No,Yes,1277233,15,Investment,1
05000966,37,316090,1971369,157832,46,623,45,8,0,Independent house,Self-employed,Yes,Tier 1,No,Yes,1479416,20,Investment,1
05000967,30,2458358,4099729,3115251,66,810,91,0,8,Independent house,Salaried,No,Tier 3,No,No,1409980,25,Self occupied,1
05000968,32,1787908,6838863,4283286,67,552,93,21,1,Apartment,Business,No,Tier 2,Yes,No,1346363,10,Self occupied,1
05000969,36,2832493,9378693,4369200,61,698,46,14,4,Independent house,Self-employed,Yes,Tier 1,Yes,Yes,938350,3,Self occupied,0
05000970,39,660670,3667311,4412555,50,738,91,7,1,Apartment,Salaried,No,Tier 3,No,No,1478588,24,Self occupied,0
05000971,38,706378,17851570,322735,41,830,91,11,8,Apartment,Business,No,Tier 1,Yes,Yes,954120,4,Self occupied,0
05000972,24,2535417,7092473,3829196,63,825,67,10,10,Apartment,Business,No,Tier 1,No,No,101076,25,Self occupied,0
05000973,41,1669513,3295013,2646120,46,791,61,3,2,Apartment,Business,Yes,Tier 1,Yes,No,838478,6,Self occupied,1
05000974,69,1486485,14558519,249316,43,767,83,6,9,Plot,Salaried,Yes,Tier 2,Yes,Yes,1222472,20,Self occupied,1
05000975,37,1297591,5379453,5708867,53,567,67,11,1,Apartment,Salaried,Yes,Tier 3,No,No,1014667,21,Self occupied,0
05000976,43,1027110,10401108,4599888,48,737,80,14,6,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,893201,9,Investment,1
05000977,64,1107998,10947228,217941,63,560,20,4,6,Apartment,Business,No,Tier 1,No,Yes,415085,16,Investment,0
05000978,50,447488,3789370,1223220,64,701,9,13,7,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,921909,13,Investment,0
05000979,67,377440,9339496,4026746,57,489,78,16,9,Independent house,Salaried,Yes,Tier 3,No,Yes,1438756,17,Self occupied,1
05000980,34,1892391,13482049,2806306,37,491,14,11,6,Independent house,Business,Yes,Tier 2,No,Yes,1675909,12,Investment,0
05000981,64,1780144,2197822,1626946,34,576,20,2,10,Independent house,Self-employed,Yes,Tier 1,Yes,No,324843,4,Investment,0
05000982,50,256014,14824421,5713380,53,757,60,22,5,Plot,Business,Yes,Tier 1,Yes,Yes,117720,2,Self occupied,0
05000983,62,2910249,6894297,2656996,43,615,9,16,5,Plot,Business,No,Tier 1,No,No,1310882,0,Self occupied,1
05000984,33,1104091,1505021,4072931,30,482,22,6,1,Plot,Salaried,No,Tier 2,No,Yes,407343,3,Investment,0
05000985,57,1407043,5800997,2900938,51,589,62,10,7,Apartment,Self-employed,Yes,Tier 2,No,No,1112255,23,Investment,0
05000986,48,730025,2623969,2801277,30,614,90,3,10,Independent house,Business,No,Tier 1,Yes,No,86474,15,Investment,0
05000987,26,1911255,11715987,3908313,29,619,57,25,2,Independent house,Salaried,Yes,Tier 3,No,Yes,1175700,25,Investment,1
05000988,33,1465344,4018505,3927279,34,569,21,19,2,Plot,Salaried,No,Tier 1,Yes,No,1389455,9,Investment,1
05000989,29,1397031,10728380,5797448,34,735,30,0,6,Independent house,Business,No,Tier 1,Yes,Yes,1615969,21,Self occupied,1
05000990,56,631864,2637569,1321405,61,547,24,3,3,Independent house,Business,Yes,Tier 3,No,Yes,1569317,4,Self occupied,0
05000991,53,1276608,6281101,2652712,56,836,27,17,10,Apartment,Self-employed,Yes,Tier 2,Yes,Yes,145091,11,Self occupied,0
05000992,65,2191301,4671374,495546,53,482,75,14,8,Apartment,Self-employed,Yes,Tier 2,No,No,1393093,24,Self occupied,1
05000993,23,1782549,10039398,5009206,25,662,63,5,5,Plot,Self-employed,No,Tier 2,Yes,No,138078,1,Self occupied,1
05000994,22,2684381,8485274,1457717,58,604,28,14,4,Plot,Self-employed,Yes,Tier 3,No,Yes,1113294,15,Investment,0
05000995,47,2737288,14359538,5550945,29,685,17,22,4,Apartment,Salaried,No,Tier 3,No,Yes,1773894,21,Self occupied,1
05000996,42,472242,11573641,4991400,45,722,76,17,8,Apartment,Salaried,No,Tier 2,Yes,No,511850,18,Investment,1
05000997,50,2906329,9829688,1554553,51,596,86,11,9,Apartment,Self-employed,Yes,Tier 3,Yes,No,162139,17,Investment,1
05000998,48,2121389,6515533,4774256,61,763,45,13,9,Apartment,Self-employed,No,Tier 2,No,No,745843,9,Investment,0
05000999,40,1919972,12477509,3594699,25,484,12,3,5,Independent house,Self-employed,Yes,Tier 1,No,No,1473395,8,Investment,0
05001000,54,591617,4511720,3037516,43,746,92,14,8,Independent house,Business,Yes,Tier 1,No,No,1149674,19,Investment,1
