business_application_id,business_age_years,annual_revenue_inr,annual_profit_inr,loan_requested_inr,owner_credit_score,existing_business_debt_inr,monthly_cashflow_inr,tax_filing_years,late_payments_12m,industry,business_type,collateral_type,region,employee_count,has_audited_statements,owner_experience_years,bank_relationship_years,exporter,approved
08000912,54,1882585,34451,5466493,718,351364,143837,2,0,Retail,Proprietorship,Property,South,0,Yes,20,19,Yes,0
08000913,58,15692125,5685930,7415306,840,3049741,-19867,3,7,Retail,Private limited,Deposit,North,4,No,0,15,No,1
08000914,51,16049071,697319,905818,613,1740312,647713,13,0,Agriculture,Private limited,Deposit,East,3,No,11,10,No,0
08000915,28,23726939,6062440,7737574,563,2447909,433887,11,4,Services,Private limited,None,West,2,No,22,19,Yes,0
08000916,63,22349688,5488410,6097828,498,649453,515775,16,4,Services,Partnership,None,South,1,Yes,14,6,Yes,0
08000917,52,30984843,5821629,377687,535,3255486,371628,11,5,Agriculture,Partnership,Deposit,South,0,No,25,4,No,0
08000918,52,31095355,4629887,4467050,779,1602691,312096,16,3,Agriculture,Proprietorship,Property,North,0,Yes,25,23,No,0
08000919,60,15680772,2526142,6300787,676,1860035,699815,16,4,Manufacturing,Proprietorship,Deposit,South,5,Yes,7,14,No,1
08000920,39,18340377,4273903,6777943,490,778942,357340,14,0,Manufacturing,Partnership,Deposit,East,0,Yes,5,12,Yes,0
08000921,52,10140347,3750989,7438713,570,3717586,842287,19,1,Agriculture,Proprietorship,Property,South,2,Yes,20,25,No,0
08000922,69,33949032,7822423,1753678,823,146390,-9017,6,5,Agriculture,Private limited,Deposit,East,6,Yes,0,21,Yes,1
08000923,37,16399866,5844454,6164109,496,3770633,94067,7,6,Manufacturing,Proprietorship,None,East,1,Yes,25,9,Yes,0
08000924,44,9427092,5700046,1259745,570,3653452,152688,21,4,Retail,Partnership,None,East,2,Yes,17,14,No,0
08000925,49,12159359,-123980,6985122,604,3201346,365641,24,4,Services,Private limited,Property,East,8,Yes,10,14,Yes,0
08000926,23,9178868,175457,4687361,641,1030746,804195,24,0,Services,Proprietorship,Property,South,7,Yes,5,6,No,0
08000927,56,13907373,2525102,1244052,528,892974,77454,0,4,Retail,Private limited,Property,West,4,No,10,24,Yes,0
08000928,53,33748064,2436598,909378,661,79056,303441,22,2,Retail,Private limited,Deposit,South,2,Yes,4,12,Yes,1
08000929,58,27978532,2872824,931738,702,2101284,335505,4,3,Agriculture,Partnership,Deposit,East,5,Yes,25,14,No,1
08000930,55,2031209,7169669,2413275,488,400936,122692,23,2,Manufacturing,Partnership,None,West,7,No,9,21,Yes,0
08000931,59,24297642,355835,6548366,486,2188319,677375,6,3,Agriculture,Proprietorship,Deposit,South,3,Yes,2,5,No,1
08000932,65,34034427,1879329,1482325,510,3251125,382292,1,5,Manufacturing,Proprietorship,Property,South,6,No,0,20,No,0
08000933,66,1625096,7679462,4819100,826,953987,328536,19,4,Manufacturing,Proprietorship,Deposit,East,4,Yes,25,9,No,1
08000934,67,21288718,2470456,1174195,537,3634825,56366,25,2,Services,Private limited,Deposit,West,4,No,10,4,No,0
08000935,48,24082863,4615877,6664934,558,3756562,504191,12,1,Manufacturing,Partnership,Deposit,South,0,Yes,24,23,Yes,0
08000936,47,10876091,7268350,3683054,480,1232646,589608,15,4,Agriculture,Partnership,Deposit,West,2,No,12,1,Yes,0
08000937,46,7814307,2680403,3139790,687,3784883,60855,22,5,Agriculture,Partnership,Deposit,South,3,Yes,16,9,Yes,0
08000938,24,4398252,106662,3551404,778,2626108,525545,15,2,Services,Proprietorship,Deposit,North,2,Yes,2,23,Yes,0
08000939,63,17152646,5327958,7846650,528,3700502,642292,5,2,Agriculture,Partnership,None,South,8,No,13,18,No,1
08000940,23,8783440,6807618,651391,631,756286,377804,19,0,Services,Partnership,None,East,3,Yes,15,19,Yes,0
08000941,46,26564984,3552436,2970711,514,2886513,796502,7,5,Agriculture,Partnership,Deposit,North,8,No,1,13,No,1
08000942,67,28934572,2573972,3463952,673,3817792,343777,15,2,Manufacturing,Partnership,None,West,3,Yes,3,6,Yes,0
08000943,60,20555708,7694898,6463297,550,2585232,801071,18,6,Manufacturing,Private limited,None,East,0,No,21,7,No,1
08000944,27,8214826,3644924,3817914,596,1777807,611178,3,0,Manufacturing,Proprietorship,None,South,0,No,15,25,Yes,0
08000945,31,28067353,3531683,2008375,510,2309118,645936,6,2,Agriculture,Private limited,None,South,8,No,25,14,No,0
08000946,67,24126315,4645657,7892372,504,917915,163506,5,1,Manufacturing,Private limited,Property,North,6,No,14,15,No,0
08000947,59,19221505,4127127,6435825,834,1271865,-63754,22,7,Agriculture,Partnership,Property,East,4,No,2,4,Yes,1
08000948,67,10542943,3825169,3155728,516,3573718,685050,5,3,Manufacturing,Partnership,Deposit,West,1,No,15,22,No,0
08000949,46,19373630,2804775,2760692,520,1737804,277291,7,3,Agriculture,Proprietorship,None,West,8,Yes,0,10,Yes,1
08000950,66,10608802,6620820,671689,706,3631821,148631,7,2,Retail,Private limited,Deposit,East,0,No,22,17,Yes,1
08000951,45,21261834,-137397,1351616,554,1344545,720226,14,0,Services,Partnership,Deposit,North,6,Yes,24,13,No,0
08000952,45,28178319,1924210,7657386,560,2810620,245749,1,6,Retail,Partnership,Property,East,4,No,8,4,Yes,1
08000953,39,22835343,1668106,4197980,531,2862257,697950,20,2,Retail,Partnership,Deposit,East,0,No,21,13,No,0
08000954,37,25182938,7500030,5412561,786,506028,282151,22,2,Manufacturing,Partnership,Property,North,8,No,12,9,No,0
08000955,60,19875186,3855599,4550004,684,3745601,471114,9,5,Retail,Proprietorship,None,West,0,Yes,18,12,No,0
08000956,39,31366265,5521356,7464717,552,292319,327058,22,0,Retail,Private limited,None,North,7,Yes,8,18,No,0
08000957,24,10868621,1815469,2032920,508,1623606,52789,6,3,Agriculture,Proprietorship,None,South,5,Yes,16,19,No,0
08000958,64,16457065,2182649,4892762,758,3954819,742480,7,0,Retail,Proprietorship,Property,East,5,Yes,1,16,No,0
08000959,60,9197634,5418664,5444068,740,454221,236399,7,4,Manufacturing,Proprietorship,Property,West,8,No,2,2,Yes,1
08000960,41,11505196,1576832,5593673,723,2195658,703229,8,3,Services,Partnership,Deposit,North,4,Yes,20,22,Yes,0
08000961,38,23724216,-236349,2044027,694,469678,719060,7,5,Agriculture,Private limited,Property,West,7,Yes,22,22,No,1
08000962,63,11533651,7262410,3623270,725,3414554,258036,6,2,Manufacturing,Partnership,Property,West,0,No,21,12,No,1
08000963,26,28140298,3040908,6831827,490,1867217,259983,11,3,Services,Proprietorship,None,East,0,Yes,2,11,No,0
08000964,46,17529130,282977,1134112,706,2510053,478757,17,0,Services,Partnership,Deposit,North,6,Yes,13,17,No,1
08000965,60,12249722,2908723,722192,826,114464,342828,4,3,Services,Proprietorship,None,South,0,Yes,10,21,No,1
08000966,32,19919524,5225736,7813875,613,2171633,291944,16,3,Retail,Proprietorship,Property,South,4,No,24,16,No,1
08000967,56,14725867,6983384,7856530,819,3540878,731381,14,5,Services,Proprietorship,Deposit,North,5,No,15,24,No,1
08000968,37,11971055,5344698,3489215,758,2552277,319122,14,7,Retail,Proprietorship,Property,East,2,No,17,14,No,0
08000969,64,11108950,4219901,7133704,827,1081706,576876,16,1,Agriculture,Proprietorship,Property,West,5,Yes,11,11,No,1
08000970,25,1986477,3801785,1117724,738,198441,826675,10,5,Retail,Private limited,Property,South,2,No,4,24,No,0
08000971,58,14048927,2280231,5807893,844,94657,700659,20,6,Manufacturing,Private limited,None,South,6,Yes,9,11,Yes,1
08000972,55,14462165,1350319,7395955,685,1250287,722136,11,4,Agriculture,Private limited,None,East,3,Yes,7,6,Yes,1
08000973,32,1282656,6099841,2249979,839,2745694,550338,24,6,Agriculture,Partnership,Deposit,South,2,Yes,9,7,No,1
08000974,28,7729353,2679587,1483298,731,2056901,577287,3,5,Agriculture,Proprietorship,Property,South,6,Yes,14,13,No,1
08000975,44,3621109,783006,1922126,620,124909,68922,23,6,Services,Proprietorship,Property,North,3,Yes,17,9,Yes,1
08000976,48,27429884,4346383,7938073,481,3614195,504383,13,1,Manufacturing,Private limited,Property,East,6,Yes,8,6,No,0
08000977,22,12227792,5592646,7322428,524,2749708,314333,10,4,Retail,Private limited,Property,North,7,Yes,23,11,Yes,0
08000978,53,13221868,2700692,7547830,673,126727,357280,11,2,Agriculture,Proprietorship,None,East,4,No,2,5,No,0
08000979,34,3629857,5395141,3275533,789,1290787,-74640,15,6,Manufacturing,Partnership,None,North,4,No,4,8,Yes,1
08000980,48,24789132,6924610,2132306,751,2153321,141173,1,3,Agriculture,Proprietorship,Property,East,5,Yes,18,8,No,1
08000981,57,18978565,2032984,4137690,501,1030743,737191,25,2,Services,Private limited,Property,West,4,Yes,20,4,No,0
08000982,40,3689199,1185905,6775432,567,1589027,644524,23,2,Agriculture,Private limited,None,South,7,Yes,13,15,Yes,0
08000983,57,31309443,1422456,3033347,591,3063220,533450,10,3,Retail,Private limited,Deposit,South,5,Yes,10,8,No,0
08000984,67,29562299,2233865,360861,827,3278049,335064,8,6,Retail,Partnership,Property,East,4,Yes,20,19,No,1
08000985,38,22335794,4669,6804645,746,2989775,809275,23,0,Retail,Private limited,Deposit,West,7,Yes,4,13,No,0
08000986,56,16087487,2470264,2417606,640,1016086,369957,1,6,Manufacturing,Proprietorship,Property,South,6,Yes,11,8,No,0
08000987,48,27673446,3003942,2953137,512,1432855,108425,3,6,Manufacturing,Private limited,Property,South,0,No,3,4,Yes,0
08000988,41,34596164,6537394,5673303,674,2651933,794951,18,6,Retail,Private limited,Property,North,8,No,12,25,Yes,1
08000989,55,10523393,5632528,6569572,595,1377712,439767,21,6,Manufacturing,Proprietorship,None,North,2,Yes,0,24,Yes,0
08000990,44,34154517,1674418,655204,494,1587325,843240,9,1,Manufacturing,Private limited,Property,North,7,No,18,3,Yes,1
08000991,47,17916073,6288738,6890958,721,2601900,731631,6,1,Services,Private limited,Deposit,West,8,No,18,18,No,1
08000992,48,33076683,5592213,2955657,638,3322230,105767,25,5,Services,Partnership,Deposit,West,8,Yes,7,11,Yes,1
08000993,45,21691378,7137332,343630,625,3557035,174697,5,7,Agriculture,Proprietorship,Property,North,5,Yes,5,1,Yes,0
08000994,55,6450495,4295130,616762,686,1815238,261224,7,7,Agriculture,Proprietorship,None,South,0,No,20,15,No,1
08000995,58,10466360,1501986,7860702,626,2066877,313358,6,3,Services,Partnership,Property,North,6,No,10,21,Yes,0
08000996,45,30659434,5789446,4040987,611,3693989,585056,4,5,Retail,Partnership,None,West,3,Yes,23,22,Yes,1
08000997,24,13373508,5188530,7244543,559,2559740,803569,19,1,Agriculture,Proprietorship,Property,West,7,Yes,10,19,Yes,0
08000998,41,24674642,-86646,1341581,504,3014977,367913,9,4,Agriculture,Proprietorship,None,East,3,No,4,21,No,1
08000999,65,25596621,1905842,5639909,847,1220084,232345,3,2,Manufacturing,Proprietorship,None,South,2,No,24,25,Yes,1
08001000,62,11047802,1138133,1402868,715,202017,450509,20,0,Agriculture,Partnership,Deposit,South,3,No,18,15,No,1
