age,annual_income_inr,account_balance_inr,tenure_years,credit_score,credit_utilization,missed_payments_12m,existing_loans,monthly_transactions,employment_type,account_type,region,risk_category
23,116284,503698,0,740,0.08,1,4,33,Self-employed,Savings,South,Low Risk
44,52289,24017,2,698,0.57,3,1,7,Self-employed,Current,West,Very High Risk
28,99530,682753,4,791,0.07,3,1,5,Business owner,Savings,West,Very Low Risk
67,155001,670169,19,627,0.9,4,0,21,Self-employed,Salary,West,Moderate Risk
36,62974,955698,3,667,0.24,3,1,12,Salaried,Salary,South,Moderate Risk
61,118067,980218,0,511,0.25,0,3,53,Self-employed,Savings,East,Low Risk
64,158133,980668,3,681,0.46,3,4,8,Salaried,Savings,West,Low Risk
32,94428,465303,11,601,0.65,1,4,30,Salaried,Salary,South,High Risk
59,139077,245315,10,527,0.53,2,3,27,Salaried,Savings,South,High Risk
57,55861,746378,4,498,0.13,1,0,53,Business owner,Savings,East,High Risk
30,81644,313216,18,674,0.64,2,0,39,Self-employed,Current,East,Low Risk
52,51236,109770,8,777,0.66,3,3,46,Self-employed,Savings,East,High Risk
43,67023,193684,12,826,0.72,2,4,40,Salaried,Current,South,Moderate Risk
53,43571,568857,20,558,0.45,2,1,47,Salaried,Savings,South,Moderate Risk
32,137258,688775,18,602,0.12,0,2,33,Self-employed,Savings,West,Very Low Risk
32,108661,765383,14,764,0.46,3,3,53,Salaried,Salary,West,Very Low Risk
41,44503,617432,6,757,0.79,4,3,28,Self-employed,Current,South,High Risk
25,82465,503028,0,619,0.21,1,2,30,Business owner,Savings,East,High Risk
49,93010,408304,0,683,0.25,0,1,47,Self-employed,Current,East,Low Risk
29,121912,329791,4,481,0.76,4,4,53,Self-employed,Current,East,Very High Risk
21,77718,545410,13,619,0.25,4,2,5,Business owner,Salary,East,Moderate Risk
64,150482,141802,19,525,0.54,3,1,34,Salaried,Savings,North,Very High Risk
23,93107,737113,17,691,0.24,1,0,48,Self-employed,Current,North,Very Low Risk
47,70235,326444,13,585,0.4,4,2,29,Business owner,Current,East,High Risk
65,79327,211993,19,623,0.48,0,3,32,Self-employed,Salary,West,Low Risk
47,122611,958015,1,734,0.3,0,4,33,Salaried,Salary,East,Low Risk
45,47369,191748,15,573,0.76,0,1,22,Business owner,Savings,South,High Risk
67,37400,423411,3,819,0.82,0,2,28,Self-employed,Savings,East,Moderate Risk
34,135741,150256,8,719,0.71,4,2,9,Business owner,Salary,North,High Risk
45,90305,485395,4,617,0.36,1,1,28,Self-employed,Salary,East,Moderate Risk
50,53794,207714,13,777,0.76,4,4,22,Salaried,Current,West,Very High Risk
50,147602,671255,6,677,0.85,3,4,11,Salaried,Current,West,Moderate Risk
46,141598,980718,20,849,0.12,0,3,15,Salaried,Current,West,Very Low Risk
32,99881,632518,8,698,0.49,0,1,30,Self-employed,Savings,South,Very Low Risk
60,141930,295032,14,622,0.69,1,0,42,Salaried,Savings,North,Low Risk
21,139896,181515,4,795,0.77,1,1,31,Self-employed,Savings,North,Low Risk
21,49390,578083,19,764,0.49,2,3,14,Salaried,Current,East,Low Risk
47,110380,546333,3,775,0.47,2,1,29,Salaried,Savings,West,Low Risk
40,81455,991450,16,573,0.34,2,3,43,Salaried,Current,West,Low Risk
42,52565,782737,13,570,0.76,2,0,3,Salaried,Savings,North,High Risk
47,36293,96753,9,522,0.64,4,0,12,Salaried,Current,East,Very High Risk
34,141000,968876,3,759,0.41,0,2,49,Self-employed,Salary,East,Very Low Risk
50,94744,425879,10,726,0.52,0,3,8,Self-employed,Savings,West,Low Risk
23,145298,585541,11,564,0.68,0,0,20,Salaried,Current,West,Low Risk
40,148907,356094,17,795,0.45,4,1,45,Salaried,Salary,East,Very Low Risk
31,26965,292061,3,847,0.65,4,2,16,Business owner,Savings,West,High Risk
42,113349,885948,4,742,0.31,4,0,41,Business owner,Savings,East,Very Low Risk
32,86152,754980,17,747,0.08,1,2,43,Business owner,Current,East,Very Low Risk
58,116476,449787,6,651,0.49,2,0,35,Self-employed,Salary,West,Low Risk
41,96350,932802,2,809,0.33,0,3,14,Business owner,Savings,East,Very Low Risk
46,62375,969749,3,516,0.18,0,4,39,Business owner,Salary,West,High Risk
56,61405,944101,8,758,0.18,1,4,43,Self-employed,Salary,East,Very Low Risk
62,154566,212729,14,500,0.79,0,3,42,Self-employed,Current,South,Moderate Risk
22,30840,458155,9,762,0.25,2,0,39,Self-employed,Salary,South,Moderate Risk
28,124516,397225,1,718,0.79,2,4,9,Salaried,Salary,West,Moderate Risk
51,81555,736473,14,785,0.34,2,1,40,Business owner,Salary,West,Very Low Risk
61,61967,374795,9,489,0.7,4,3,32,Business owner,Savings,East,Very High Risk
33,123039,905812,4,713,0.64,2,1,5,Salaried,Savings,West,Low Risk
57,153040,502691,15,849,0.47,3,2,15,Self-employed,Current,East,Very Low Risk
52,118970,112205,2,645,0.82,2,1,18,Business owner,Current,West,High Risk
33,66221,572928,6,678,0.9,0,2,13,Salaried,Savings,South,Moderate Risk
41,96962,650436,7,551,0.42,1,2,31,Salaried,Salary,North,Moderate Risk
30,31739,585618,15,518,0.44,3,0,4,Self-employed,Savings,South,Very High Risk
21,117110,540485,2,498,0.41,3,1,9,Salaried,Savings,North,High Risk
36,31998,871026,14,846,0.63,2,4,15,Salaried,Current,East,Low Risk
32,103915,531534,12,661,0.67,3,0,20,Business owner,Current,North,High Risk
25,142405,223912,19,788,0.21,1,2,42,Self-employed,Current,East,Very Low Risk
45,103542,34212,15,505,0.22,4,0,19,Business owner,Salary,South,Very High Risk
34,108162,315416,12,789,0.42,4,1,31,Self-employed,Salary,North,Low Risk
36,80004,820530,10,566,0.33,0,2,38,Self-employed,Current,East,Low Risk
53,50964,737111,9,738,0.57,3,3,37,Self-employed,Salary,East,High Risk
39,92142,779204,13,690,0.35,1,0,21,Business owner,Current,West,Very Low Risk
68,36789,169311,1,693,0.07,2,0,35,Salaried,Current,East,High Risk
47,68334,174758,17,560,0.38,2,1,6,Business owner,Current,West,Very High Risk
34,111552,573280,8,473,0.39,3,0,21,Business owner,Savings,East,Very High Risk
41,68980,71661,15,653,0.25,3,1,8,Salaried,Salary,East,High Risk
51,80912,160512,10,588,0.45,4,0,24,Salaried,Salary,West,Very High Risk
41,128294,14105,13,473,0.35,0,0,25,Business owner,Savings,South,High Risk
22,50355,969411,15,848,0.09,4,3,20,Business owner,Savings,West,Very Low Risk
37,52757,439620,14,517,0.72,4,3,41,Self-employed,Salary,West,Very High Risk
31,95213,906821,11,766,0.55,2,0,7,Salaried,Salary,East,Very Low Risk
50,80024,485313,17,578,0.13,1,1,45,Salaried,Savings,West,Moderate Risk
42,54540,591338,11,503,0.72,2,3,16,Self-employed,Savings,North,Very High Risk
56,141270,508995,1,539,0.65,4,2,5,Business owner,Current,West,Very High Risk
33,150410,949793,9,505,0.34,1,1,32,Self-employed,Savings,North,Low Risk
34,111211,301406,9,629,0.69,0,1,41,Business owner,Savings,North,Moderate Risk
30,102509,202434,7,575,0.4,3,2,25,Business owner,Salary,West,Very High Risk
56,130626,207129,2,508,0.09,0,1,22,Self-employed,Savings,South,Moderate Risk
57,42965,727836,5,723,0.19,3,3,50,Salaried,Salary,South,Moderate Risk
45,25448,181507,20,562,0.06,0,1,13,Salaried,Current,South,High Risk
42,36120,732730,6,590,0.23,4,1,16,Self-employed,Salary,North,High Risk
56,91155,299074,1,643,0.6,3,1,15,Salaried,Savings,South,High Risk
66,139327,833815,8,620,0.82,2,2,23,Business owner,Current,North,Low Risk
54,50227,185022,11,635,0.68,1,1,31,Business owner,Salary,East,High Risk
44,71221,876103,16,503,0.28,1,3,49,Self-employed,Savings,North,Moderate Risk
33,140621,654063,5,674,0.55,3,0,22,Self-employed,Current,West,Low Risk
33,47742,124626,7,549,0.78,3,1,14,Business owner,Current,East,Very High Risk
45,135374,813604,2,509,0.47,1,0,50,Business owner,Current,East,Moderate Risk
58,59051,894958,8,742,0.38,0,3,22,Business owner,Salary,North,Very Low Risk
30,146140,496366,4,836,0.83,2,3,21,Salaried,Savings,West,Very Low Risk
22,106401,401007,5,721,0.21,3,2,29,Business owner,Current,East,Low Risk
24,143408,189850,0,572,0.4,2,2,47,Business owner,Salary,North,Moderate Risk
49,110323,639734,19,698,0.57,3,1,44,Business owner,Savings,West,Low Risk
56,147987,392958,17,762,0.5,4,1,22,Self-employed,Current,East,Very Low Risk
57,31434,919003,7,670,0.35,1,0,45,Business owner,Savings,West,Low Risk
62,85829,565569,14,591,0.35,4,4,17,Business owner,Salary,North,High Risk
60,146101,75508,0,777,0.64,3,3,50,Business owner,Current,North,Moderate Risk
54,41355,123341,15,687,0.74,1,3,37,Business owner,Savings,West,High Risk
35,72398,623030,13,804,0.22,0,2,11,Self-employed,Salary,South,Very Low Risk
49,47377,957494,1,769,0.12,4,1,31,Self-employed,Salary,South,Low Risk
57,53612,180111,10,515,0.5,1,4,8,Salaried,Current,East,Very High Risk
57,123751,691528,0,699,0.79,4,4,20,Self-employed,Salary,South,Moderate Risk
38,116408,184930,10,527,0.19,0,2,25,Self-employed,Salary,South,Moderate Risk
44,112066,876205,1,521,0.41,4,2,28,Self-employed,Current,South,Very High Risk
49,25628,571204,2,750,0.24,4,3,23,Business owner,Salary,North,High Risk
52,50443,382914,18,834,0.7,0,4,52,Business owner,Savings,East,Very Low Risk
59,153420,563684,10,651,0.75,4,0,18,Business owner,Savings,South,High Risk
54,97982,292464,10,819,0.06,1,1,18,Salaried,Salary,North,Very Low Risk
58,80603,213539,20,479,0.53,2,3,22,Salaried,Savings,West,Very High Risk
33,141155,237149,17,668,0.66,1,0,35,Salaried,Current,North,Very Low Risk
27,96796,398093,15,679,0.19,4,0,10,Business owner,Salary,South,Moderate Risk
42,140552,563714,20,557,0.9,1,2,31,Salaried,Current,South,Moderate Risk
29,149714,673646,12,740,0.78,0,0,28,Salaried,Current,North,Very Low Risk
25,54369,710306,2,823,0.73,0,2,14,Self-employed,Salary,West,Low Risk
49,59283,264003,9,715,0.14,2,2,23,Self-employed,Savings,South,Moderate Risk
64,53366,476890,14,639,0.75,3,3,25,Self-employed,Current,South,High Risk
45,98752,624415,13,510,0.39,4,4,40,Salaried,Salary,North,Very High Risk
65,103329,969053,1,542,0.69,3,2,48,Business owner,Savings,West,High Risk
23,88424,531826,2,617,0.13,0,3,6,Business owner,Current,North,Moderate Risk
50,129414,782001,1,581,0.11,4,1,28,Self-employed,Savings,North,Moderate Risk
64,153766,720240,7,750,0.37,0,1,38,Self-employed,Savings,East,Very Low Risk
26,29148,836174,7,844,0.8,1,3,33,Salaried,Current,East,Low Risk
68,129769,201571,19,657,0.78,4,4,44,Salaried,Current,West,High Risk
23,79914,596020,16,804,0.78,0,1,42,Business owner,Current,West,Very Low Risk
33,66080,67460,2,545,0.13,3,0,4,Self-employed,Salary,South,Very High Risk
41,108635,351436,13,545,0.82,0,0,5,Salaried,Salary,North,Moderate Risk
24,143257,524673,2,535,0.08,2,0,40,Business owner,Current,East,Low Risk
54,27445,824918,16,676,0.62,4,4,50,Self-employed,Savings,South,Very High Risk
44,118255,630354,15,639,0.2,0,4,3,Salaried,Salary,South,Low Risk
45,43801,424513,7,835,0.22,4,2,33,Business owner,Current,North,High Risk
34,25462,614973,1,671,0.5,2,3,4,Salaried,Salary,East,Very High Risk
29,139534,4047,10,482,0.67,2,0,37,Self-employed,Savings,North,Very High Risk
55,77886,838043,6,847,0.12,4,2,31,Self-employed,Salary,South,Very Low Risk
29,108538,870700,0,498,0.06,4,1,15,Self-employed,Savings,North,Very High Risk
64,136188,305650,6,623,0.59,4,0,17,Salaried,Current,South,Moderate Risk
44,126118,966632,5,561,0.08,3,2,10,Self-employed,Salary,West,Moderate Risk
26,34282,689440,19,768,0.32,4,1,32,Self-employed,Current,East,Low Risk
64,72284,145033,18,820,0.18,2,2,19,Self-employed,Current,North,Low Risk
23,37058,356199,3,495,0.86,1,1,8,Self-employed,Current,North,Very High Risk
31,85588,979179,5,516,0.7,1,3,34,Business owner,Savings,North,High Risk
28,75631,403588,4,807,0.62,0,2,27,Salaried,Savings,East,Very Low Risk
62,157097,135745,4,669,0.23,2,1,43,Business owner,Salary,West,Moderate Risk
30,30584,832361,8,662,0.26,0,1,51,Salaried,Salary,South,Low Risk
41,153179,262719,9,473,0.25,0,2,16,Business owner,Savings,South,Moderate Risk
46,56046,277514,12,586,0.43,3,3,48,Self-employed,Current,North,Very High Risk
36,105694,81392,13,744,0.83,2,3,20,Business owner,Savings,West,Moderate Risk
59,141510,307308,9,559,0.48,3,3,43,Self-employed,Current,East,High Risk
41,45307,381090,13,822,0.69,3,4,42,Salaried,Savings,West,Moderate Risk
21,32612,332780,18,497,0.75,3,1,47,Salaried,Current,East,Very High Risk
38,146226,957141,0,778,0.63,3,3,27,Business owner,Current,West,Very Low Risk
56,100132,817182,2,819,0.6,3,4,28,Salaried,Salary,West,Low Risk
31,124699,327818,20,608,0.57,0,2,8,Salaried,Salary,North,Low Risk
22,29041,245366,7,824,0.54,4,3,18,Salaried,Salary,East,Very High Risk
47,125488,127375,5,816,0.18,1,3,20,Self-employed,Savings,North,Low Risk
41,157976,960397,6,506,0.07,0,3,9,Business owner,Savings,South,Low Risk
42,40621,111851,15,655,0.47,3,3,5,Business owner,Current,West,Very High Risk
54,117239,432328,19,689,0.25,0,3,34,Salaried,Current,South,Very Low Risk
44,68969,474226,20,750,0.61,0,0,36,Business owner,Salary,East,Very Low Risk
49,133081,523772,6,495,0.7,2,2,28,Business owner,Savings,North,High Risk
37,140930,953905,8,766,0.57,0,4,52,Salaried,Salary,North,Very Low Risk
55,34178,484098,4,727,0.78,3,0,42,Salaried,Current,South,High Risk
52,75719,639884,19,557,0.76,2,0,42,Salaried,Current,West,Moderate Risk
42,22222,711443,11,589,0.52,4,3,40,Salaried,Savings,South,High Risk
23,111893,169813,3,471,0.4,2,4,4,Self-employed,Salary,South,Very High Risk
67,123167,442479,14,486,0.11,4,3,5,Business owner,Savings,East,Very High Risk
66,53917,233587,1,678,0.22,0,4,14,Business owner,Salary,East,Moderate Risk
38,123943,843736,4,849,0.64,1,4,17,Salaried,Current,South,Very Low Risk
31,24494,263665,4,810,0.8,2,1,40,Self-employed,Salary,West,High Risk
47,83996,876573,6,655,0.09,2,0,47,Self-employed,Salary,East,Very Low Risk
42,114933,859858,12,599,0.91,0,4,47,Salaried,Savings,South,Low Risk
29,110874,851291,3,661,0.62,2,0,32,Business owner,Salary,West,Low Risk
47,109774,890811,1,686,0.11,0,1,13,Business owner,Savings,East,Low Risk
66,33663,483251,14,518,0.27,0,0,6,Business owner,Current,East,High Risk
52,113782,805194,10,642,0.36,3,1,39,Salaried,Salary,East,Low Risk
63,124062,225747,7,741,0.34,0,1,4,Business owner,Salary,West,Very Low Risk
44,144232,554095,2,803,0.89,2,3,21,Self-employed,Current,South,Very Low Risk
22,35431,969475,2,747,0.24,2,0,44,Self-employed,Salary,South,Low Risk
53,147001,618663,20,844,0.62,4,3,30,Self-employed,Savings,West,Very Low Risk
59,32862,888166,6,812,0.47,4,1,47,Salaried,Savings,East,Moderate Risk
30,130664,472192,17,501,0.11,3,1,24,Self-employed,Savings,East,Moderate Risk
49,102934,655098,11,842,0.69,4,4,9,Self-employed,Salary,South,Low Risk
35,111449,881169,15,758,0.49,4,3,8,Business owner,Current,North,Very Low Risk
54,124070,392978,16,624,0.73,3,4,17,Business owner,Savings,East,Moderate Risk
24,45386,608312,17,559,0.28,1,2,12,Salaried,Current,East,High Risk
37,95010,311426,3,802,0.55,2,4,45,Self-employed,Salary,West,Low Risk
60,101088,617253,0,701,0.31,4,0,10,Salaried,Savings,South,Moderate Risk
53,144791,300984,2,846,0.79,2,0,35,Business owner,Salary,North,Very Low Risk
50,143097,491145,16,848,0.91,2,2,39,Business owner,Salary,North,Very Low Risk
35,114949,313409,12,499,0.91,0,2,32,Salaried,Savings,East,High Risk
50,66264,680203,8,600,0.16,3,2,41,Business owner,Salary,East,Moderate Risk
22,145232,762146,16,483,0.12,1,1,3,Business owner,Savings,West,Very Low Risk
31,120115,707318,0,538,0.16,2,1,22,Business owner,Current,South,Moderate Risk
42,144509,578168,20,709,0.21,4,0,43,Self-employed,Current,East,Very Low Risk
58,143999,624427,3,680,0.49,2,2,6,Business owner,Current,East,Moderate Risk
43,77745,195734,5,536,0.3,3,3,9,Business owner,Current,North,Very High Risk
26,24565,798857,20,665,0.12,2,1,24,Business owner,Current,North,Low Risk
59,89804,419216,9,659,0.31,4,1,21,Self-employed,Current,South,Moderate Risk
55,156969,936324,16,788,0.83,3,4,34,Business owner,Savings,South,Very Low Risk
65,73290,452484,3,522,0.29,4,3,35,Business owner,Salary,West,Very High Risk
22,155139,578741,12,559,0.15,1,2,45,Business owner,Savings,South,Low Risk
50,96980,937056,11,512,0.78,1,2,10,Business owner,Salary,West,High Risk
65,25844,4785,5,653,0.53,2,3,53,Self-employed,Current,West,Very High Risk
67,33665,126595,19,668,0.53,3,1,40,Salaried,Current,South,Very High Risk
62,82526,466167,15,528,0.07,0,1,35,Salaried,Current,East,Moderate Risk
42,86409,47039,19,474,0.41,1,0,32,Salaried,Current,North,Very High Risk
68,64502,112278,5,475,0.73,4,0,6,Salaried,Savings,South,Very High Risk
30,157771,431747,12,796,0.64,3,0,44,Salaried,Salary,East,Very Low Risk
43,59329,897093,1,627,0.67,0,1,15,Business owner,Savings,North,Moderate Risk
39,99359,416342,1,676,0.71,3,4,48,Self-employed,Salary,East,Very High Risk
49,97235,231655,18,686,0.62,0,2,11,Salaried,Savings,West,Low Risk
61,75190,133103,14,485,0.36,0,3,18,Business owner,Savings,South,Very High Risk
56,141197,533458,1,534,0.45,2,2,13,Business owner,Current,East,Moderate Risk
49,82561,245127,16,686,0.07,0,2,41,Business owner,Current,North,Low Risk
27,51588,309907,2,725,0.22,4,1,34,Salaried,Current,West,High Risk
46,132972,210963,18,817,0.61,0,2,24,Business owner,Salary,North,Very Low Risk
25,35119,561061,9,470,0.2,4,2,19,Self-employed,Savings,West,Very High Risk
59,151184,875119,6,559,0.25,3,0,32,Self-employed,Current,North,Moderate Risk
41,109496,688969,19,630,0.65,2,3,46,Salaried,Savings,East,Low Risk
30,106604,156664,2,751,0.89,2,3,28,Salaried,Salary,East,High Risk
23,133680,847823,10,785,0.07,3,4,8,Business owner,Salary,East,Very Low Risk
28,29392,926189,13,612,0.7,4,2,26,Business owner,Savings,South,High Risk
51,156298,630896,14,716,0.6,1,4,18,Salaried,Salary,East,Very Low Risk
56,118773,946298,10,475,0.07,3,1,15,Self-employed,Savings,West,Moderate Risk
54,119200,777506,12,753,0.84,4,4,38,Business owner,Salary,South,Moderate Risk
21,61646,155901,17,581,0.17,0,4,18,Business owner,Savings,South,Moderate Risk
66,66191,874357,5,787,0.77,4,2,41,Self-employed,Current,North,Moderate Risk
25,55597,61258,16,634,0.21,3,3,4,Self-employed,Salary,North,High Risk
65,101561,119025,10,561,0.42,0,0,9,Self-employed,Savings,South,High Risk
46,60988,390707,12,802,0.5,0,0,19,Business owner,Savings,East,Very Low Risk
28,110417,469578,4,711,0.53,2,3,52,Self-employed,Current,East,Low Risk
24,82299,941314,2,803,0.11,3,2,18,Self-employed,Current,North,Low Risk
54,32763,829108,10,754,0.34,1,3,14,Self-employed,Current,East,Very Low Risk
21,22139,218426,10,748,0.08,1,4,17,Self-employed,Savings,East,Moderate Risk
65,133527,840422,5,585,0.92,4,1,21,Salaried,Savings,North,Moderate Risk
45,113740,141700,8,478,0.44,2,3,22,Salaried,Savings,East,Very High Risk
65,120306,95768,18,697,0.52,1,3,44,Business owner,Savings,North,Moderate Risk
46,81611,823640,14,496,0.11,0,1,43,Business owner,Current,West,Moderate Risk
35,117877,692468,9,474,0.05,2,2,34,Salaried,Current,West,Moderate Risk
60,25161,661562,19,471,0.32,4,3,29,Self-employed,Current,East,Very High Risk
48,26144,340626,16,641,0.05,2,2,10,Salaried,Savings,West,Moderate Risk
25,148720,137427,3,574,0.57,0,0,41,Self-employed,Current,North,High Risk
22,146850,13901,20,637,0.53,0,1,52,Salaried,Salary,South,Low Risk
66,120824,813274,7,559,0.37,3,0,25,Self-employed,Salary,East,Moderate Risk
33,155563,612689,15,761,0.17,3,4,13,Self-employed,Current,South,Very Low Risk
48,108910,857055,16,633,0.55,0,3,45,Self-employed,Current,South,Low Risk
67,48521,870332,8,544,0.08,2,1,45,Business owner,Savings,West,Moderate Risk
63,62421,723595,7,574,0.49,1,0,45,Business owner,Current,South,High Risk
35,48602,542567,16,567,0.54,4,2,4,Self-employed,Savings,West,Very High Risk
24,140417,563015,12,660,0.35,4,4,24,Salaried,Salary,East,High Risk
53,96804,363070,10,765,0.69,0,4,36,Salaried,Savings,South,Low Risk
42,152445,472494,10,488,0.9,3,3,10,Salaried,Current,North,Very High Risk
51,57862,358336,15,611,0.54,0,4,15,Self-employed,Savings,East,Moderate Risk
27,52490,586859,17,762,0.47,1,2,32,Business owner,Salary,East,Low Risk
63,105877,832437,17,626,0.66,0,3,15,Salaried,Salary,South,Very Low Risk
28,85110,601110,3,846,0.07,2,4,23,Self-employed,Savings,West,Low Risk
37,96843,918202,3,823,0.54,1,2,53,Salaried,Current,North,Very Low Risk
59,85141,16194,11,483,0.15,2,2,54,Business owner,Salary,South,Very High Risk
